f1,f2,f3,f4,f5,f6,iz1,iz2,iz3,iz4,iz5,iz6,izz1,izz2,izz3,izz4,izz5,izz6,ε,Eads,delta_e,E_bonding,d-band
44.766924,62.23175,164.72603,213.924866,240.164636,1919.731896,0.005365,0.003186,0.312221,0.078361,1.819134,601.231063,0.01985,0.028107,17.323742,0.002919,16.661448,1348.456665,2.0165,0.137326089999987,0.087,10.3771192,-4.12498
44.822874,62.230903,163.851786,210.776461,237.812539,1920.249116,0.00641,8.2e-05,0.556301,0.02949,2.13047,575.573064,0.043525,0.095931,15.445144,0.51104,13.597865,1220.637073,2.0165,0.133909129999977,0.07744,10.37370224,-4.12323
44.813338,61.751613,159.190241,207.471704,246.731233,1919.990265,0.005475,0.015625,0.912941,0.009181,2.327774,547.155198,0.048809,0.210043,12.461367,0.235026,10.970395,1054.401164,2.0165,0.123716309999991,0.06293,10.36350942,-4.12048
44.391661,61.461562,153.874404,202.627787,262.489752,1918.941655,0.003579,0.076394,0.942241,0.078198,1.756771,511.274253,0.039548,0.336935,9.388061,0.038483,9.357643,888.235672,2.0165,0.100738719999981,0.04602,10.34053183,-4.11827
0.0,-306.958231,46.222789,58.105745,124.295936,2227.011611,0.100598,1.305703,0.000169,0.069535,0.089358,479.100376,3.57164,9.792966,0.082555,0.550747,1.817056,1694.874695,2.0165,0.119369629999994,0.11179,10.49368834,-4.10837
0.0,-308.062873,41.320631,57.529312,128.249518,2227.232585,0.535874,1.959481,0.014066,0.07375,0.089582,460.44905,6.986822,5.020786,0.044282,0.416942,1.207837,1517.003352,2.0165,0.117215389999984,0.10219,10.4915340999999,-4.10671
0.0,-307.264211,36.966261,56.938272,134.266143,2226.554591,0.913663,2.925169,0.056507,0.069216,0.099794,441.848656,7.300033,1.349289,0.000159,0.236535,0.656084,1320.155403,2.0165,0.109575479999989,0.08755,10.48389419,-4.1048
0.0,-305.037629,33.700537,55.766276,141.664218,2225.277102,0.751757,3.335301,0.120461,0.051659,0.112633,417.468899,4.52196,0.002461,0.032696,0.086946,0.273851,1117.881786,2.0165,0.090867199999991,0.07075,10.46518591,-4.10277
0.0,-122.35296,48.859901,68.827777,126.971832,2069.605717,0.052694,1.196833,7e-06,0.314271,0.227529,520.027957,3.708861,7.534352,0.245798,1.523077,5.420768,1853.933967,2.0165,0.135243159999987,0.09922,10.5095618699999,-4.10851
0.0,-123.948243,41.691189,68.370707,130.551289,2070.175588,0.349392,1.72373,0.014748,0.36634,0.24821,498.323128,8.293059,3.516701,0.130614,1.02948,3.323741,1660.468744,2.0165,0.134707869999999,0.08953,10.50902658,-4.10669
